,Review,Category
668,"Os cuento: de entrantes las croquetas de carabineros espectaculares, las de jamón muy ricas, los chipirones muy buenos y el jamón",comida
669,"Trato exquisito, muy atentos.",servicio
670,"Recomendable la carne a la parrilla, especialmente el lomo trinchado o el secreto ibérico.",comida
671,La carta es algo cara pero merece la pena,precio
672,Ambiente relajado.,ambiente
673,Nada más entrar te recibe una parrilla de carbón de encina precedido del dueño que cuida el contenido de las ascuas con criterio y esmero.,comida
674,La atención por parte de sus camareros muy buena.,servicio
675,El strudel de manzana muy bueno.,comida
676,Muy buen ambiente.,ambiente
677,"Comida exquisita, con un menú a muy buen precio.",precio
678,Trato excepcional El único pero que a los postres les faltaba algo de elaboración,servicio
679,"Tienen un menú diario muy recomendable y de calidad por 12,50€El salón interior del restaurante es muy acogedor.",servicio
680,La relación calidad precio general es muy buena.,precio
681,Que atención!,servicio
682,"Hemos podido probar los pescados fuera de carta a la brasa, lubina y lenguado, estaban exquisitos,  para repetir.",comida
683,"Las carnes no se quedan atrás, el lomo",comida
684,"Cuenta con una terraza agradable en verano, una barra interior muy cómoda y el restaurante.",ambiente
685,Todo ello decorado con buen gusto.,ambiente
686,Los miércoles en invierno hacen cocido bastante rico.,comida
687,El menú del día son unos 12 euros.,precio
688,"A la carta, lo más destacado son carnes",comida
689,Los fines de semana ofrece carne a la parrilla a precios bastante asequibles.,precio
690,El local interior es elegante y acogedor.,ambiente
691,Productos de primera cocinados como Dios manda.,comida
692,"Carnes y pescados, es indiferente, sea lo que sea acertarás.",comida
693,Un comedor acogedor y recogido.,ambiente
694,Decoración tremendo lugar.,ambiente
695,Carnes de primera.,comida
696,Buen menú del día.,comida
697,La atención correcta y profesional.,servicio
698,La tapita que nos han puesto con la cerveza de salmorejo y pañuelito de queso estaba fantástico.,comida
699,Hemos pedido sardinas ahumadas y croquetas,comida
700,Comida de calidad.,comida
701,"Pero el trato es muy distante,  poco cercano.",servicio
702,"Fuimos el otro día y no consumimos más por la poca atención al cliente y las prisas por ""colocar"" a otros clientes en nuestra mesa.",servicio
703,Seguro que repetimos a muy corto plazo.De entrante pedimos las croquetas de carabineros y estaban exquisitas!,comida
704,!De plato principal nos pedimos lomo de buey al carbon de encina y,comida
705,Sitio bastante acogedor y bien decorado.,ambiente
706,"Las croquetas de carabineros son deliciosas, pero de los entrantes hay destacar la exquisitez de su revuelto de boletus y gambas.",comida
707,Las carnes a la parrilla están muy sabrosas.,comida
708,para la próxima ocasión pediré pescado a ver que tal,comida
709,"Es un restaurante relativamente pequeño, con un comedor muy bien decorado, acogedor, y con gusto.",ambiente
710,En cuanto a la comida tiene una carta muy correcta.,comida
711,"Destaco por encima de todo la carne, buena materia prima, y cocinada muy bien.",comida
712,El ambiente en general está bien.,ambiente
713,Los días de diario tiene un menú por 12 euros que está bastante bien.,precio
714,"La comida muy bien también, y la atención igualmente.",comida
715,Si eliges este establecimiento quedarás bastante satisfecho tanto por su calidad como por la variedad de su carta.,comida
716,Buena opción para tomar en aperitivo el fin de semana.,comida
717,Precios estándar.,precio
718,Buen servicio y atención.,servicio
719,El ambiente para tomar algo en la barra es muy bueno y tienen un menú del dia por 12 euros que esta bastante bien con variedad para elegir.,ambiente
720,El ambiente y decoración del comedor es muy agradable y moderno.,ambiente
721,Limpio.,limpieza
722,"El solomillo, espectacular.",comida
723,El steak tartar muy bueno tambien.,comida
724,Amplia carta de vinos.,comida
725,"El queso estaba bien, recién frito, pero la lechuga que acompañaba la ensalada",comida
726,"La relación calidad - precio en este restaurante es magnifica, está todo buenísimo.",precio
727,El local es muy bonito y la terraza muy agradable.,ambiente
728,Las raciones son grandes y de gran calidad.,comida
729,Atención rápida y eficiente.,servicio
730,Buen restaurante haciendo uso total de la acera como una terraza adyacente.,ambiente
731,Excelente menú con una buena selección de pescado o carne.,comida
732,Servicio muy logrado por personal eficiente.,servicio
733,"Lugar cómodo y acogedor, aunque un poco ruidoso cuando está lleno.",ambiente
734,"Amplia opción de platos, bastantes fuera de carta.",comida
735,"Ricas las alcachofas, el rabo de toro y el entrecot que tomamos.",comida
736,"Tampoco está mal el pulpo o las mollejas de ternera, servidas con patatas paja.",comida
737,Personal atento en todo momento y muy amable.,servicio
738,La atención de los camareros lo mejor de la cena.,servicio
739,El servicio y el dueño muy atentos y amables.,servicio
740,El sitio es muy bonito y acogedor.,ambiente
741,Pedidlos un steak tartar y pulpo a la galle además de una tarta de queso de postre.,comida
742,"El trato ha sido bueno y por lo que hemos optado a pedir, la verdad que nos ha gustado mucho.",servicio
743,Pollo para llevar 14.50€ una gran decepción.,precio
744,"La comida fría, el pollo y el pimiento poco hechos.",comida
745,Patatas han puesto 20 se podían contar.,comida
746,El salón en muy agradable para comer o cenar.,ambiente
747,Menú del día normal por 13 euros.,precio
748,Para mi gusto el rabo de toro estaba algo duro y el tiramisú no tenía ese sabor clásico a café.,comida
749,"Por el precio aceptable, el resto de platos ricos.",precio
750,La atención correcta y el servicio rápido.,servicio
751,Muy buena calidad y raciones muy generosas.,comida
752,Precio ajustado al producto.,precio
753,Calidad precio bastante aceptable,precio
754,El trato excepcional.,servicio
755,"Buenas cocina, vino mas que aceptable y mantel de tela.",comida
756,El salón es muy acogedor.,ambiente
757,"El trato de los empleados magnifico: trato amable, correcto y cercano.",servicio
758,La comida de muy buena calidad. Altamemte recomendable.,comida
759,"Tiene una carta muy amplia y variada, con platos muy bien elaborados.",comida
760,El servicio es rápido y atento.,servicio
761,Fuimos a comer de carta y nos sorprendió de manera muy agradable.,comida
762,"Cocina de producto y de calidad, probamos rodaballo y de lo mejor que me he comido mucho tiempo.",comida
763,Es acogedor y además tiene terraza.,ambiente
764,La comida de muy buena calidad.,comida
765,La carne y el pescado a la parrilla es una gran elección.,comida
766,"Genial, no porque entres solo te tratarán indiferente.. comida genial, trato espectacular  hoy en día se agradece un sitio así.",servicio
767,Los dos camareros llamados Alin son personas con experiencia y con un trato inigualable.,servicio
768,Por no hablar de los postres que son de otro planeta.,comida
769,Nos complace mucho saber que le ha gustado nuestro servicio.,servicio
770,Un servicio muy agradable también.,servicio
771,"La comida ha estado impresionante, súper rica.Hemos sido un grupo de 33 personas y la atención y el servicio ha sido de 10.",comida
772,Una excelente opción para comer de menú.,comida
773,"Platos frescos, caseros muy bien cocinados.",comida
774,Super amables y eficaces.,servicio
775,Excelente carne al carbón.,comida
776,El servicio es muy bueno.,servicio
777,Lugar acogedor,ambiente
778,Estancia agradable.,ambiente
779,Sitio muy acogedor.,ambiente
780,Personal agradable y muy buen servicio.,servicio
781,La comida muy rica.,comida
782,Rapidez y buenas presentaciones.,servicio
783,Trato sobresaliente.,servicio
784,Y el lomo parecía que había menguado .,comida
785,No han subido el precio directamente pero si indirecto.,precio
786,Estupendo servicio.,servicio
787,Siempre que vamos nos atienden de lujo.,servicio
788,"100% recomendable, estuvimos la primera noche dentro y la segunda en la terraza.",ambiente
789,Buen servicio.,servicio
790,Calidad precio muy buena.,precio
791,Servicio muy atento.,servicio
792,Menú del día muy rico y saludable.,comida
793,"Además está bien de precio, también tiene cosas a la carta.",precio
794,"Buen sitio para comer, tienen parrilla y buena carne o pescado.",comida
795,"Muy buena atención, detallistas y amables.",servicio
796,"La comida muy rica y buena y el vino, espectacular.",comida
797,La calidad excepcional.,comida
798,Mención especial por mi parte a las croquetas…maravilla!,comida
799,"Todo está exquisito, pero lo mejor del Aladro, sin duda, es su personal.",servicio
800,"Buen trato, el pescado y carne a la brasa muy rico, los entrantes como las coquinas y langostinos buenos aunque pueden mejorar.",comida
801,Buena calidad pero raciones escasas.,comida
802,La comida cara.,precio
803,Atención exquisita y rápida.,servicio
804,Relación calidad precio muy buena.,precio
805,Ambiente muy cordial.,ambiente
806,Calidad del marisco excepcional.,comida
807,Raciones muy generosas.,comida
808,Carta de vinos bien escogida.,comida
809,Postres caseros.,comida
810,Precios acordes con el producto.,precio
811,El pulpo buenísimo y tomamos un arroz con bogavante espectacular.,comida
812,Super amables.,servicio
813,Buena materia prima.,comida
814,Raciones nomuy grandes.,comida
815,El pulpo escaso ypimientos también.,comida
816,"La viera, 14 euros unidad.",precio
817,Nunca he probado un pulpo tan tierno y sabroso!,comida
818,!Muy buenos pescados!,comida
819,!El servicio muy bien!!,servicio
820,Muy buen trato.,servicio
821,Local pequeño pero acogedor.,ambiente
822,"La empanada muy buena,el centollo exqyisito, la gamba roja espectacular.",comida
823,Y el cordero tambien muy bueno,comida
824,"Un sitio pequeño, escondido muy agradable.",ambiente
825,El local impecable.,limpieza
826,Los percebes pequeños pero sabrosos y el pescado perfecto.,comida
827,"No te defraudará, productos frescos y de calidad.",comida
828,"Magníficos percebes, muy buen pulpo y una centolla de primera.",comida
829,Atención excelente.,servicio
830,"Todos muy buenos, marisco de buena calidad,",comida
831,"El marisco de primera,fresco y de calidad.",comida
832,El servicio es de primera.,servicio
833,"La merluza es de obligado cumplimiento pedirla, así como los percebes y nécoras.",comida
834,Restaurante aspecto clásico.,ambiente
835,Servicio correcto.,servicio
836,El precio quizás algo excesivo para lo poco que pedimos pero aceptable.,precio
837,Atención maravillosa.,servicio
838,"Pescados y mariscos de buena calidad, muchos de ellos extraordinariamente buenos, bien cocinados y correctamente servidos.",comida
839,Montaje de sala algo anticuado.,ambiente
840,Ambiente personal.,ambiente
841,"Lo importante, producto de muchísima calidad y precio acorde: con marisco, fácil sobrepasar los 60€/persona, bien",precio
842,Servicio personalizado muy agradable.,servicio
843,"Lo que probé, salpicon, navajas y rodaballo, espectacular.",comida
844,El marisco tenía muy buena pinta.,comida
845,"Entrantes: Berberechos, regular olían un poco.",comida
846,"Almejas, parecía que estabas masticando un chicle.",comida
847,"Pulpo, BUENO.",comida
848,"2 de rodaballo, regular.",comida
849,"No era de Galicia, estaba insípido.",comida
850,"2 de rape, MUY BUENO.",comida
851,"Postres, filloas,no merece la pena.",comida
852,"Café sólo, prescindible.",comida
853,"El de hoy estaba bien comido, perfecto de punto, sabroso, bien aliñado y generoso para compartir entre dos.",comida
854,Y de segundo un rape a la plancha,comida
855,"Nos atendieron muy bien, nos facilitaron mucho la comida de los niños.",servicio
856,"Calidad buenísima, tanto el pescado como el marisco.",comida
857,Excelente restaurante especializado en marisco de primera calidad y pescado.,comida
858,El sitio no es de un gran tamaño así que aconsejo reservar previamente.,ambiente
859,Trato exquisito y muy familiar.,servicio
860,Precio acorde con la cantidad y calidad.,precio
861,Local acogedor como su dueño.,ambiente
862,El local estaba impecable.,limpieza
863,Buena relación calidad precio.,precio
864,#¿NOMBRE?,comida
865,El servicio bueno y rápido.,servicio
866,"La comida es muy aceptable, lo que",comida
867,"Decepcionantes ostras, almejas y centollo.",comida
868,"Un buen sitio para tapear, y si tienes ganas de una buena carne, navajas a la plancha y un buen postre, en el comedor puedes disfrutarlo",comida
869,"Fuimos a tomar unos mariscos a buen precio, pero para mi una decepción.",precio
870,Local agradable en ubicación que no lo es tanto.,servicio
871,"En fin, no nos vamos a engañar diremos que caro y para muestra",precio
872,Sitio muy tranquilo.,ambiente
873,También la merluza a la galleta y las chuletillas de lechal son insuperables.,comida
874,"Sorprende este local, en el barrio que está ubicado.",ambiente
875,"Pocas mesas, con servicio muy amable.",servicio
876,Bodega extensa.,ambiente
877,Servicio,servicio
878,"Sin lugar a duda una excelente calidad en mariscos y pescados, fresquisimo todo.",comida
879,Trato buenisimo y agradable.,servicio
880,"Excelente calidad e inmejorable servicio, muy recomendable, tanto para ir en familia como si vas solo",servicio
881,Muy buena calidad y buena presentación.,comida
882,El servicio excelente.Del todo muy recomendable.La estancia muy agradable.,servicio
883,El resto del marisco está a la misma altura.,comida
884,"Buen pescado, yo lo pediría",comida
885,Una atención perfecta.,servicio
886,Sirven mariscos y pescados impecables.,comida
887,Te aparcan el coche.,servicio
888,"Los precios no son los de Galicia, pero mucho más moderados que otros sitios de Madrid.",precio
889,El buen pescado y el buen marisco no necesitan ocultarse entre salsas.,comida
890,"Cocido éste y a la espalda aquel, debieran ofrecerse en toda su sincera frescura a quien paga por ellos.",comida
891,"Lo conozco de hace ya años, es indispensable para el amante del marisco y los pescados.",comida
892,Una cocina excelente.,comida
893,Muy buen marisco pero sale algo caro.,precio
894,El centollo preparado de lo mejor.,comida
895,Ciertamente es un lugar que aconsejo visitar a los amantes del buen pescado y marisco como es mi caso.,comida
896,"El pulpo, las almejas naturales a la sarten, el besugo, o el rodaballo estaban exquisitos.El servicio, la presentación y la",comida
897,Lugar pequeño y agradable.,ambiente
898,"No sólo el marisco, también el pescado y las carnes.",comida
899,"Tengo que recomendarte el Rape, el Rodaballo o la Merluza.",comida
900,El pulpo es una joya .,comida
901,El personal es filipino y excesivamente rápido en sus movimientos,servicio
902,"Este restaurante, pequeño, fachada discreta, escondido en una zona poco antigua de Madrid, es una sorpresa muy agradable.",ambiente
903,Trato excelente y próximo.,servicio
904,Destacar sus precios ajustados teniendo en cuenta la calidad de los productos.,precio
905,Local sencillo y pequeño.,ambiente
906,"En función de mes corresponderá un marisco, nosotros tomamos una magnifica centolla y pulpo a la gallega magníficamente cocido.",comida
907,El rape a la gallega es una,comida
908,"Sitio pequeño pero con un marisco, carne y pescado de gran calidad .Centollas fantásticas , salpicón muy rico y sin dejar a parte el pulpo, el rodaballo, mero o un chuletón .Sin duda sitio para repetir.",comida
909,Pescados y mariscos riquisimos.,comida
910,"Probé el rodaballo, navajas y pulpo a la gallega y son increibles!",comida
911,El ambiente es relajado.,ambiente
912,"El restaurante no brilla por su decoración interior, tampoco",ambiente
913,"La centolla, uffff, buenísima.Los pescados impresionantes, tomamos rape y rodaballo y no sé cuál era mejor.",comida
914,"Buena carta de postres.La ubicación es extraña, no esperas encontrar algo así en un sitio",comida
915,Excelente materia prima.,comida
916,"El marisco es de una calidad extraordinaria, especialmente la centolla.",comida
917,El rodaballo también resulta espectacular.,comida
918,"La materia prima, excepcional.",comida
919,Bien elaborada.,comida
920,Mejor precio.,precio
921,Buen servicio.,servicio
922,Dispone de aparcacoches.,servicio
923,Pescado y marisco fantásticos.,comida
924,Es muy difícil encontrar en sitio de marisco en Madrid donde haya una relación calidad-precio.,precio
925,"Empanada de atún, casera y extraordinaria, almejas marinera, media de gambas a la plancha, una buena centolla",comida
926,El mejor marisco de Madrid y muy buena relación calidad precio.,precio
927,Pedimos de entrantes unas ostras una de las cuales tenía,comida
928,"Sin ser barato, el precio razonable.",precio
929,Todo buenísimo y el servicio muy bueno.,servicio
930,Productos de primerísima calidad.,comida
931,"navajas,empanada,rape,solomillo y buey todo excelente, hasta los mejillones del aperitivo se salian.",comida
932,Cuando lo conocí hace años la decoración era más sencilla.,ambiente
933,Precio razonable.,precio
934,La calidad de o mejorcito de Madrid en mariscos y pescados.,comida
935,Preparaciones sencillas y precio correcto.,precio
936,"Local pequeño, unas 10 mesas renovado hace unos tres años.",ambiente
937,"Muy buena materia prima, buen marisco y muy buen pescado.",comida
938,"No es barato, pero como cualquier marisquería.",precio
939,Excelente material y coccion tanto del marisco como del pescado,comida
940,Uno de los mejores restaurantes de marisco de Madrid.,comida
941,Lugar pequeño.,ambiente
942,"No en una zona central, no demasiado agradable.",ambiente
943,"No es barato, es cierto.",precio
944,"Y no solo el marisco, también el cordero. . .",comida
945,Excelente calidad de los productos.,comida
946,Muy ricos todos los platos,comida
947,Imprescindible sí quieres comer buen marisco y pescado.,comida
948,Todo está buenísimo y de primera calidad.Viva Naveira!!!,comida
949,No se dejen engañar por lo recóndito y lo pequeño que es el establecimiento.,ambiente
950,Marisquería gallega clásica donde el protagonista y lo que prima es el producto.,comida
951,Cabe destacar el centollo.,comida
952,Además de tener buen producto lo respetan en cocina.,comida
953,Exquisito.,comida
954,A pesar de ser un restaurate de barrio hemos  pagado una fortuna.,precio
955,Encima el trato deja mucho que desear.,servicio
956,"Un placer comer un buen producto.Probamos jamón, gambas, navajas, centollo y merluza, todo exquisito, sin más!",comida
957,Precio acertado.,precio
958,Pero la calidad es superior.,comida
959,Desproporcionadamente caro: 12 almejas 50€.,precio
960,Local discreto.,ambiente
961,El marisco de primera fresco y de calidad.,comida
962,Muy razonable el precio.,precio
963,El servicio es de primera muy atento.,servicio
964,Local de cocina gallega en el cual se come muy bien y la calidad es de primera.,comida
965,Recomiendo mariscos y carnes.,comida
966,Los postres son muy buenos también.,comida
967,Extremadamente caro para ser un restaurante de barrio .,precio
968,Raciones  pequeñas y mala o nula atención al cliente .,servicio
969,"Por lo que hemos pagado  , la próxima vez elegiremos otro restaurante.",precio
970,El servicio es muy bueno y a los niños les encanta.,servicio
971,Atención cuidada y familiar.,servicio
972,El mejor pulpo que he probado en mi vida.,comida
973,Buen servicio.,servicio
974,Centollo perfecto de punto y de sabor.,comida
975,Precio justo.,precio
976,Sitio pequeño pero muy agradable con una decoración algo decadente.,ambiente
977,Un sitio pequeño pero acogedor.,ambiente
978,Un poco lento el servicio.,servicio
979,Adorable el aparca coches.,servicio
980,Excelente servicio.,servicio
981,Una cocochas de merluza excepcionales.,comida
982,"Entrantes: pulpo, empanada,  coquinas y gambas, muy bien, virrey para todos, espectacular.",comida
983,Buen vino blanco de la casa,comida
984,Tiene percebes y una empanada para llorar de buena.,comida
985,Las almejas a la marinera de las mejores que he probado.,comida
986,"Y los pescados buenos de todas las maneras, pero a mí me gustaron a la plancha.",comida
987,El local no es el más acogedor y amplio.,ambiente
988,Gran pescado a la gallega!!,comida
989,Centollo rico el resto no me gusto: almenas marinera la salsa era caldo de pescado.,comida
990,Pulpo muy muy normal y las gambas muy bastas,comida
991,"Es un restaurante con gastronomía de calidad alta, resulta sorprendente si se tiene en cuenta El Barrio donde está.",comida
992,El precio acompaña la calidad del producto.,precio
993,Marisco del primer nivel.,comida
994,Los postres pasados y de pésima calidad.,comida
995,Marisco congelado a precio de oro.En resumen  pésima calidad a precios desorbitados.,comida
996,"Aunque los precios decían que eran altos, me daba igual; buscaba calidad.",precio
997,Al entrar ya me llama la atención el aspecto penoso del lugar.,ambiente
998,"Cuando traen el pan, seco de haber sido cortado hace rato o rejuntado de otras mesas.",comida
999,"El pescado y el marisco, el peor que he comido y con sabor extraño.",comida
1000,Neutra su decoración.,ambiente
1001,"La centolla, las gambas, las almejas todo de primera calidad y bien tratadas.",comida
1002,"No es barato porque el producto no lo es, pero no hay abuso y se sale muy satisfecho.",precio
1003,La peor marisquería en la que he estado.,comida
1004,"No es barato, pero se entiende ya que sus productos son de primera.",precio
1005,Muy buenas las navajas y el pulpo.,comida
1006,Extraordinarias las chuletillas de cordero con patatas.,comida
1007,Un sitio de mariscos buen servicio aunque caro,precio
1008,El local es pequeño y hay que reservar con antelación.,ambiente
1009,Tienen un marisco exquisito.,comida
1010,La zona es difícil para aparcar aunque tienen guardacoches.,servicio
1011,El precio es un poco alto.,precio
1012,"Excelentes Pescados fresquisimo y todo el Marisco que te pueda apetecer, con un perfecto tratamiento en cocina.",comida
1013,Muy buena bodega con unos Ribeiros y Alvariño Excelentes.,comida
1014,"Recuerda de Reservar con antelación ya que el comedor no es grande y siempre está lleno, (por algo sera).",ambiente
1015,Muy buen sitio de marisco y pescado.. muy atentos los camareros,servicio
1016,El mejor rodaballo de España!!!,comida
1017,Y el centollo .,comida
1018,Marisco y pescado de excelente calidad.,comida
1019,Lugar tranquilo y acogedor.,ambiente
1020,Excelente marisco.,comida
1021,"Mi conocimiento del marisco gallego no es extraordinario, pero mi comensal, gallego y amante de la buena mesa, sí lo es y así lo confirma.Recomendable, volveré.",comida
1022,Comida de buena calidad.,comida
1023,Marisco y pescado.,comida
1024,Servicio razonable.,servicio
1025,Comedor poco ruidoso.,ambiente
1026,Precio aceptable,precio
1027,Local sencillo y agradable.,ambiente
1028,Calidad extraordinaria.,comida
1029,Relación calidad precio buena.,precio
1030,Merece la pena visitarlo si quieres encontrar buen pescado y marisco,comida
1031,El servicio es magnífico.,servicio
1032,Trato muy amable.,servicio
1033,Ideal para ocasiones especiales y a muy buen precio!,precio
1034,Marisquería gallega. Muy buen pescado.,comida
1035,Tomamos besugo y mero; espectaculares.,comida
1036,Gamba blanca buena.,comida
1037,Las almejas al natural correctas nada más.,comida
1038,"Albariño y filloas, 127 €.",precio
1039,Servicio muy atento.,servicio
1040,Fantástico lugar para comer buen marisco gallego.,comida
1041,Muy profesional.No se puede decir caro porque el género y el servicio lo vale.,precio
1042,Excelente calidad de pescado.,comida
1043,El servicio es sobresaliente.,servicio
1044,"Precios razonables teniendo en cuenta que hablamos de marisco, pescado y carne de primera",precio
1045,La comida muy bien.,comida
1046,"Excelente marisco, pescado y carne.",comida
1047,"No es barato, pero la calidad es muy alta.",precio
1048,"El servicio, muy atento",servicio
1049,Un sitio para el que le gusta el marisco máxima calidad traído directamente de Galicia.,comida
1050,En la carne fallan algo postres caseros.,comida
1051,Buen trato.,servicio
1052,La atención de las camareras muy buena.,servicio
1053,"Navajas, sin nada de arena y buenísimas.",comida
1054,Es la mejor marisqueria de Madrid en calidad precio.,precio
1055,La recomiendo sobre todo el salpicon de marisco y el cogote de mero a la plancha.,comida
1056,Excelente producto.,comida
1057,Estupenda atención.,servicio
1058,Increíble la amabilidad de sus profesionales.,servicio
1059,Excelente calidad en todos los productos.,comida
1060,Buena atención.,servicio
1061,Tienen aparcacoches muy atento.,servicio
1062,Caro.,precio
1063,Para quien aprecie la buena comida.Relacion Calidad / Precio Excelente,precio
1064,"La calidad de la comida es extraordinaria,  aunque por la ubicación y las instalaciones no lo pareciese",comida
1065,"La verdad es que no he tenido el gusto de comer, pero solamente viendo la limpieza y el mimo que le ponen a todo.",limpieza
1066,Relación calidad-precio deficiente.,precio
1067,Local pequeño y con mucho ruido a la hora de la comida.,ambiente
1068,Buenísima calidad y servicio,servicio
1069,Un precio muy bueno.,precio
1070,Destacar la atención del dueño del local que siempre es muy atenta,servicio
1071,"Comida excelente, pescados y mariscos muy frescos.",comida
1072,Pequeño pero acogedor.,ambiente
1073,"Precio alto, pero acorde a la experiencia",precio
1074,Bien calidad / precio.,precio
1075,"El centollo espectacular, coquinas o navajas más normales.",comida
1076,"Calidad/precio fantastico, un buen sitio para comer pescados y mariscos, el pulpo excepcional.",precio
1077,Caro pero no falla.,precio
1078,Atención estupenda.,servicio
1079,Mariscos y pescado de primera calidad.,comida
1080,Empanada muy rica.,comida
1081,Un trato fantástico.,servicio
1082,Correcta atención.,servicio
1083,Algo caro para el producto que ofrece.,precio
1084,La atención muy buena,servicio
1085,Buena comida gallega.,comida
1086,El pulpo y merluza espectaculares.,comida
1087,Y el personal muy amable,servicio
1088,"Muy amables, con un servicio muy atento.",servicio
1089,Materia prima de excelente calidad.,comida
1090,Todo está delicioso.,comida
1091,La atención de todos los camareros es de nota.,servicio
1092,Pues el sushi está muy muy básico.,servicio
1093,Y un poco caro.,precio
1094,La fritanga de las croquetas muy dura.,comida
1095,Llegar si es bonito.,ambiente
1096,Restaurante de comida asiática muy agradable.,ambiente
1097,Gran mezcla de sabores para el paladar.,comida
1098,Gran variedad en la carta.,comida
1099,La decoración del restaurante es muy curiosa y original.,ambiente
1100,"Las comida muy rica, con un toque fusión muy original.",comida
1101,El servicio muy atento y profesional.,servicio
1102,"El lugar inmejorable, la decoración y el ambiente.",ambiente
1103,"Fuimos a comer solo sushi, y está rico pero nada del otro jueves.",comida
1104,Local muy bien decorado y lugar encantador bastante coqueto.,ambiente
1105,Fantástica decoración de este restaurante con muchísimo encanto.,ambiente
1106,Agradable consejo de los camareros.,servicio
1107,"El sitio es precioso, todo lleno de libros, con una decoración muy bonita.",ambiente
1108,Precio muy ajustado.,precio
1109,Precio muy caro para lo que sirven.,precio
1110,comida precalentada y seca.,comida
1111,Eso sí el restaurante era muy bonito,ambiente
1112,Tiene opciones vegetarianas bastante buenas y a mi novio siempre le encanta la comida.,comida
1113,Muy tranquilo y agradable con un ambiente acogedor.,ambiente
1114,El ambiente marcado por su biblioteca permite que en una cita se pueda entretener con una lectura.,ambiente
1115,"El tempura de gambas rojas, el arroz jazmín con cangrejo o la hamburguesita de wagyu son deliciosas.",comida
1116,El servicio muy atento.,servicio
1117,El comedor es muy acogedor.,ambiente
1118,El servicio muy atento y profesional.,servicio
1119,"La gamba en tempura, el roll de spicy tuna… quizá lo más mediocre son los rollitos de pato.",comida
1120,"El entorno muy original, suelo de moqueta y paredes de biblioteca repleta de libros.",ambiente
1121,"El servicio estupendo,aunque hay que ir sin prisas.",servicio
1122,El nigiri de pez mantequilla una decepción.,comida
1123,Los maquis no son maquis.,comida
1124,Lugar de decoracion excelente.,ambiente
1125,A destacar la gamba roja en tempura y la carne al carbón.,comida
1126,Deberían ampliar la carta liquida.,comida
1127,La comida está muy rica.,comida
1128,El local esta decorado con mucho gusto.,ambiente
1129,La atención puede mejorar.,servicio
1130,"La tempura de gambas rojas con chili dulce, estaba espectacular.",comida
1131,Restaurante de calidad con precio un poco alto.,precio
1132,"El local es muy acogedor, de diseño ecléctico y con detalles muy cuidados.",ambiente
1133,El ambiente esta decorado como si visitaras una librería antigua.,ambiente
1134,Los rollos están muy bien presentados y hay platos muy originales.,comida
1135,La comida muy buena.,comida
1136,Los postres tambien de ensueño.,comida
1137,"Como siempre, delicioso.",comida
1138,Precio medio por persona 30€,precio
1139,El local es decorado con mucho gusto.,ambiente
1140,La atención dejó bastante que desear.,servicio
1141,"La tempera de gambas rojas con chili dulce, estaba muy buena.",comida
1142,Restaurante de calidad aunque su precio es un poco alto.,precio
1143,Los niguiris de salmon flambeado buenísimos!,comida
1144,Los mien de setas increíbles!,comida
1145,Los de langostinos muy buenos y las brochetas de fresa y brownie el mejor dulce para terminar.,comida
1146,Un pelín caro para las raciones que ponen en mi opinión.,precio
1147,"Decorado muy bien, lo tiene todo para pasar un rato agradable",ambiente
1148,Destacar las gambas en tempura.,comida
1149,Un único problema es que resulta un tanto ruidoso.,ambiente
1150,Precio razonable.,precio
1151,Tardaron bastante en servir.,servicio
1152,"Los platos, para el precio que valen, son muy rácanos.",precio
1153,Se paga mucho la zona.,precio
1154,También te puedes tomar una copa con buen ambiente,ambiente
1155,"Probé samosas de pollo, empanadas pero al horno, nada de fritanga ni de pesadez digestiva",comida
1156,"La decoración del sitio es preciosa, con las paredes llenas de libros.",ambiente
1157,"Me encantó la decoración, como si estuvieses es tu biblioteca rodeada de libros.",ambiente
1158,El sitio cómodo y la verdad que no muy ruidoso para la cantidad de gente que había.,ambiente
1159,"La comida buena, el ceviche no fue santo",comida
1160,"La decoración es alucinante, un sitio súper bonito, hasta el baño está genial decorado!!",ambiente
1161,"La comida espectacular, todo riquísimo.",comida
1162,Muy buena relación calidad-precio.Volveremos seguro,precio
1163,El sitio es muy acogedor.,ambiente
1164,"Los makis de atún picante, las gyozas de wagyu y el tiradito espectaculares.",comida
1165,Buena relación calidad/precio,precio
1166,La decoración es exquisita.,ambiente
1167,Atención excelente.,servicio
1168,"El restaurante es super acogedor y auténtico, todo rodeado de libros y de un ambiente francés.",ambiente
1169,"La comida que se aleja del sushi mas tradicional y lo fusiona con salsas y toppings está muy bien, pero lo mejor, la tarta de zanahoria .",comida
1170,Comida muy rica y de muy buena calidad.,comida
1171,El servicio un poco lento.,servicio
1172,El ambiente es muy bueno y la decoracion muy original,ambiente
1173,El restaurante sigue teniendo una decoracion impresionante la comida muy buena.,ambiente
1174,El arroz.,comida
1175,La tempura de gambas el brownie.,comida
1176,la pena es el sevicio que ha bajado de nivel.,servicio
1177,"Comida fusión, sorprendente, calidad precio muy correcto.",precio
1178,"El servicio fue muy amable, muy atentos todo el rato.",servicio
1179,Es un sitio muy acogedor y bonito.,ambiente
1180,No es un japones al uso.,comida
1181,"Cocina fusión con toques Tex mex, Italian y mediterránea.",comida
1182,Precio medio,precio
1183,Comida muy elaborada y sabrosa que te sorprende con cada plato.,comida
1184,No se parece nada a un típico japonés ya que la comida va más allá.,comida
